Sno.,labels,Bookreviews
5647,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5648,0,is it just me or does harry potter suck
5649,0,always knows what i want not guy crazy hates harry potter
5650,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5651,0,i hate harry potter
5652,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5653,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5654,0,these harry potter movies really suck
5655,0,i hate harry potter that daniel wotshisface needs a fucking slap
5656,0,this quiz sucks and harry potter sucks ok bye
5657,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5658,0,is it just me or does harry potter suck
5659,0,always knows what i want not guy crazy hates harry potter
5660,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5661,0,i hate harry potter
5662,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5663,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5664,0,these harry potter movies really suck
5665,0,i hate harry potter that daniel wotshisface needs a fucking slap
5666,0,this quiz sucks and harry potter sucks ok bye
5667,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5668,0,is it just me or does harry potter suck
5669,0,always knows what i want not guy crazy hates harry potter
5670,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5671,0,i hate harry potter
5672,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5673,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5674,0,these harry potter movies really suck
5675,0,i hate harry potter that daniel wotshisface needs a fucking slap
5676,0,this quiz sucks and harry potter sucks ok bye
5677,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5678,0,is it just me or does harry potter suck
5679,0,always knows what i want not guy crazy hates harry potter
5680,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5681,0,i hate harry potter
5682,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5683,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5684,0,these harry potter movies really suck
5685,0,i hate harry potter that daniel wotshisface needs a fucking slap
5686,0,this quiz sucks and harry potter sucks ok bye
5687,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5688,0,is it just me or does harry potter suck
5689,0,always knows what i want not guy crazy hates harry potter
5690,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5691,0,i hate harry potter
5692,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5693,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5694,0,these harry potter movies really suck
5695,0,i hate harry potter that daniel wotshisface needs a fucking slap
5696,0,this quiz sucks and harry potter sucks ok bye
5697,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5698,0,is it just me or does harry potter suck
5699,0,always knows what i want not guy crazy hates harry potter
5700,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5701,0,i hate harry potter
5702,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5703,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5704,0,these harry potter movies really suck
5705,0,i hate harry potter that daniel wotshisface needs a fucking slap
5706,0,this quiz sucks and harry potter sucks ok bye
5707,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5708,0,is it just me or does harry potter suck
5709,0,always knows what i want not guy crazy hates harry potter
5710,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5711,0,i hate harry potter
5712,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5713,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5714,0,these harry potter movies really suck
5715,0,i hate harry potter that daniel wotshisface needs a fucking slap
5716,0,this quiz sucks and harry potter sucks ok bye
5717,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5718,0,is it just me or does harry potter suck
5719,0,always knows what i want not guy crazy hates harry potter
5720,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5721,0,i hate harry potter
5722,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5723,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5724,0,these harry potter movies really suck
5725,0,i hate harry potter that daniel wotshisface needs a fucking slap
5726,0,this quiz sucks and harry potter sucks ok bye
5727,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5728,0,is it just me or does harry potter suck
5729,0,always knows what i want not guy crazy hates harry potter
5730,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5731,0,i hate harry potter
5732,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5733,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5734,0,these harry potter movies really suck
5735,0,i hate harry potter that daniel wotshisface needs a fucking slap
5736,0,this quiz sucks and harry potter sucks ok bye
5737,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5738,0,is it just me or does harry potter suck
5739,0,always knows what i want not guy crazy hates harry potter
5740,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5741,0,i hate harry potter
5742,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5743,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5744,0,these harry potter movies really suck
5745,0,i hate harry potter that daniel wotshisface needs a fucking slap
5746,0,this quiz sucks and harry potter sucks ok bye
5747,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5748,0,is it just me or does harry potter suck
5749,0,always knows what i want not guy crazy hates harry potter
5750,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5751,0,i hate harry potter
5752,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5753,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5754,0,these harry potter movies really suck
5755,0,i hate harry potter that daniel wotshisface needs a fucking slap
5756,0,this quiz sucks and harry potter sucks ok bye
5757,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5758,0,is it just me or does harry potter suck
5759,0,always knows what i want not guy crazy hates harry potter
5760,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5761,0,i hate harry potter
5762,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5763,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5764,0,these harry potter movies really suck
5765,0,i hate harry potter that daniel wotshisface needs a fucking slap
5766,0,this quiz sucks and harry potter sucks ok bye
5767,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5768,0,is it just me or does harry potter suck
5769,0,always knows what i want not guy crazy hates harry potter
5770,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5771,0,i hate harry potter
5772,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5773,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5774,0,these harry potter movies really suck
5775,0,i hate harry potter that daniel wotshisface needs a fucking slap
5776,0,this quiz sucks and harry potter sucks ok bye
5777,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5778,0,is it just me or does harry potter suck
5779,0,always knows what i want not guy crazy hates harry potter
5780,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5781,0,i hate harry potter
5782,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5783,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5784,0,these harry potter movies really suck
5785,0,i hate harry potter that daniel wotshisface needs a fucking slap
5786,0,this quiz sucks and harry potter sucks ok bye
5787,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5788,0,is it just me or does harry potter suck
5789,0,always knows what i want not guy crazy hates harry potter
5790,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5791,0,i hate harry potter
5792,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5793,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5794,0,these harry potter movies really suck
5795,0,i hate harry potter that daniel wotshisface needs a fucking slap
5796,0,this quiz sucks and harry potter sucks ok bye
5797,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5798,0,is it just me or does harry potter suck
5799,0,always knows what i want not guy crazy hates harry potter
5800,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5801,0,i hate harry potter
5802,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5803,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5804,0,these harry potter movies really suck
5805,0,i hate harry potter that daniel wotshisface needs a fucking slap
5806,0,this quiz sucks and harry potter sucks ok bye
5807,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5808,0,is it just me or does harry potter suck
5809,0,always knows what i want not guy crazy hates harry potter
5810,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5811,0,i hate harry potter
5812,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5813,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5814,0,these harry potter movies really suck
5815,0,i hate harry potter that daniel wotshisface needs a fucking slap
5816,0,this quiz sucks and harry potter sucks ok bye
5817,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5818,0,is it just me or does harry potter suck
5819,0,always knows what i want not guy crazy hates harry potter
5820,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5821,0,i hate harry potter
5822,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5823,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5824,0,these harry potter movies really suck
5825,0,i hate harry potter that daniel wotshisface needs a fucking slap
5826,0,this quiz sucks and harry potter sucks ok bye
5827,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5828,0,is it just me or does harry potter suck
5829,0,always knows what i want not guy crazy hates harry potter
5830,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5831,0,i hate harry potter
5832,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5833,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5834,0,these harry potter movies really suck
5835,0,i hate harry potter that daniel wotshisface needs a fucking slap
5836,0,this quiz sucks and harry potter sucks ok bye
5837,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5838,0,is it just me or does harry potter suck
5839,0,always knows what i want not guy crazy hates harry potter
5840,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5841,0,i hate harry potter
5842,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5843,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5844,0,these harry potter movies really suck
5845,0,i hate harry potter that daniel wotshisface needs a fucking slap
5846,0,this quiz sucks and harry potter sucks ok bye
5847,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5848,0,is it just me or does harry potter suck
5849,0,always knows what i want not guy crazy hates harry potter
5850,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5851,0,i hate harry potter
5852,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5853,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5854,0,these harry potter movies really suck
5855,0,i hate harry potter that daniel wotshisface needs a fucking slap
5856,0,this quiz sucks and harry potter sucks ok bye
5857,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5858,0,is it just me or does harry potter suck
5859,0,always knows what i want not guy crazy hates harry potter
5860,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5861,0,i hate harry potter
5862,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5863,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5864,0,these harry potter movies really suck
5865,0,i hate harry potter that daniel wotshisface needs a fucking slap
5866,0,this quiz sucks and harry potter sucks ok bye
5867,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5868,0,is it just me or does harry potter suck
5869,0,always knows what i want not guy crazy hates harry potter
5870,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5871,0,i hate harry potter
5872,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5873,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5874,0,these harry potter movies really suck
5875,0,i hate harry potter that daniel wotshisface needs a fucking slap
5876,0,this quiz sucks and harry potter sucks ok bye
5877,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5878,0,is it just me or does harry potter suck
5879,0,always knows what i want not guy crazy hates harry potter
5880,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5881,0,i hate harry potter
5882,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5883,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5884,0,these harry potter movies really suck
5885,0,i hate harry potter that daniel wotshisface needs a fucking slap
5886,0,this quiz sucks and harry potter sucks ok bye
5887,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5888,0,is it just me or does harry potter suck
5889,0,always knows what i want not guy crazy hates harry potter
5890,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5891,0,i hate harry potter
5892,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5893,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5894,0,these harry potter movies really suck
5895,0,i hate harry potter that daniel wotshisface needs a fucking slap
5896,0,this quiz sucks and harry potter sucks ok bye
5897,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5898,0,is it just me or does harry potter suck
5899,0,always knows what i want not guy crazy hates harry potter
5900,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5901,0,i hate harry potter
5902,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5903,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5904,0,these harry potter movies really suck
5905,0,i hate harry potter that daniel wotshisface needs a fucking slap
5906,0,this quiz sucks and harry potter sucks ok bye
5907,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5908,0,is it just me or does harry potter suck
5909,0,always knows what i want not guy crazy hates harry potter
5910,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5911,0,i hate harry potter
5912,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5913,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5914,0,these harry potter movies really suck
5915,0,i hate harry potter that daniel wotshisface needs a fucking slap
5916,0,this quiz sucks and harry potter sucks ok bye
5917,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5918,0,is it just me or does harry potter suck
5919,0,always knows what i want not guy crazy hates harry potter
5920,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5921,0,i hate harry potter
5922,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5923,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5924,0,these harry potter movies really suck
5925,0,i hate harry potter that daniel wotshisface needs a fucking slap
5926,0,this quiz sucks and harry potter sucks ok bye
5927,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5928,0,is it just me or does harry potter suck
5929,0,always knows what i want not guy crazy hates harry potter
5930,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5931,0,i hate harry potter
5932,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5933,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5934,0,these harry potter movies really suck
5935,0,i hate harry potter that daniel wotshisface needs a fucking slap
5936,0,this quiz sucks and harry potter sucks ok bye
5937,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5938,0,is it just me or does harry potter suck
5939,0,always knows what i want not guy crazy hates harry potter
5940,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5941,0,i hate harry potter
5942,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5943,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5944,0,these harry potter movies really suck
5945,0,i hate harry potter that daniel wotshisface needs a fucking slap
5946,0,this quiz sucks and harry potter sucks ok bye
5947,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5948,0,is it just me or does harry potter suck
5949,0,always knows what i want not guy crazy hates harry potter
5950,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5951,0,i hate harry potter
5952,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5953,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5954,0,these harry potter movies really suck
5955,0,i hate harry potter that daniel wotshisface needs a fucking slap
5956,0,this quiz sucks and harry potter sucks ok bye
5957,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5958,0,is it just me or does harry potter suck
5959,0,always knows what i want not guy crazy hates harry potter
5960,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5961,0,i hate harry potter
5962,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5963,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5964,0,these harry potter movies really suck
5965,0,i hate harry potter that daniel wotshisface needs a fucking slap
5966,0,this quiz sucks and harry potter sucks ok bye
5967,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5968,0,is it just me or does harry potter suck
5969,0,always knows what i want not guy crazy hates harry potter
5970,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5971,0,i hate harry potter
5972,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5973,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5974,0,these harry potter movies really suck
5975,0,i hate harry potter that daniel wotshisface needs a fucking slap
5976,0,this quiz sucks and harry potter sucks ok bye
5977,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5978,0,is it just me or does harry potter suck
5979,0,always knows what i want not guy crazy hates harry potter
5980,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5981,0,i hate harry potter
5982,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5983,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5984,0,these harry potter movies really suck
5985,0,i hate harry potter that daniel wotshisface needs a fucking slap
5986,0,this quiz sucks and harry potter sucks ok bye
5987,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5988,0,is it just me or does harry potter suck
5989,0,always knows what i want not guy crazy hates harry potter
5990,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
5991,0,i hate harry potter
5992,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
5993,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
5994,0,these harry potter movies really suck
5995,0,i hate harry potter that daniel wotshisface needs a fucking slap
5996,0,this quiz sucks and harry potter sucks ok bye
5997,0,i hate harry potter its retarted gay and stupid and theres only one black guy
5998,0,is it just me or does harry potter suck
5999,0,always knows what i want not guy crazy hates harry potter
6000,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
6001,0,i hate harry potter
6002,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
6003,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
6004,0,these harry potter movies really suck
6005,0,i hate harry potter that daniel wotshisface needs a fucking slap
6006,0,this quiz sucks and harry potter sucks ok bye
6007,0,i hate harry potter its retarted gay and stupid and theres only one black guy
6008,0,is it just me or does harry potter suck
6009,0,always knows what i want not guy crazy hates harry potter
6010,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
6011,0,i hate harry potter
6012,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
6013,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
6014,0,these harry potter movies really suck
6015,0,i hate harry potter that daniel wotshisface needs a fucking slap
6016,0,this quiz sucks and harry potter sucks ok bye
6017,0,i hate harry potter its retarted gay and stupid and theres only one black guy
6018,0,is it just me or does harry potter suck
6019,0,always knows what i want not guy crazy hates harry potter
6020,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
6021,0,i hate harry potter
6022,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
6023,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
6024,0,these harry potter movies really suck
6025,0,i hate harry potter that daniel wotshisface needs a fucking slap
6026,0,this quiz sucks and harry potter sucks ok bye
6027,0,i hate harry potter its retarted gay and stupid and theres only one black guy
6028,0,is it just me or does harry potter suck
6029,0,always knows what i want not guy crazy hates harry potter
6030,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
6031,0,i hate harry potter
6032,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
6033,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
6034,0,these harry potter movies really suck
6035,0,i hate harry potter that daniel wotshisface needs a fucking slap
6036,0,this quiz sucks and harry potter sucks ok bye
6037,0,i hate harry potter its retarted gay and stupid and theres only one black guy
6038,0,is it just me or does harry potter suck
6039,0,always knows what i want not guy crazy hates harry potter
6040,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
6041,0,i hate harry potter
6042,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
6043,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
6044,0,these harry potter movies really suck
6045,0,i hate harry potter that daniel wotshisface needs a fucking slap
6046,0,this quiz sucks and harry potter sucks ok bye
6047,0,i hate harry potter its retarted gay and stupid and theres only one black guy
6048,0,is it just me or does harry potter suck
6049,0,always knows what i want not guy crazy hates harry potter
6050,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
6051,0,i hate harry potter
6052,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
6053,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
6054,0,these harry potter movies really suck
6055,0,i hate harry potter that daniel wotshisface needs a fucking slap
6056,0,this quiz sucks and harry potter sucks ok bye
6057,0,i hate harry potter its retarted gay and stupid and theres only one black guy
6058,0,is it just me or does harry potter suck
6059,0,always knows what i want not guy crazy hates harry potter
6060,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
6061,0,i hate harry potter
6062,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
6063,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
6064,0,these harry potter movies really suck
6065,0,i hate harry potter that daniel wotshisface needs a fucking slap
6066,0,this quiz sucks and harry potter sucks ok bye
6067,0,i hate harry potter its retarted gay and stupid and theres only one black guy
6068,0,is it just me or does harry potter suck
6069,0,always knows what i want not guy crazy hates harry potter
6070,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
6071,0,i hate harry potter
6072,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
6073,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
6074,0,these harry potter movies really suck
6075,0,i hate harry potter that daniel wotshisface needs a fucking slap
6076,0,this quiz sucks and harry potter sucks ok bye
6077,0,i hate harry potter its retarted gay and stupid and theres only one black guy
6078,0,is it just me or does harry potter suck
6079,0,always knows what i want not guy crazy hates harry potter
6080,0,i think i hate harry potter because it outshines much better reading material out there and the movies are just plain stupid to begin with
6081,0,i hate harry potter
6082,0,not because i hate harry potter but because i am the type of person that likes it when the main character dies
6083,0,harry potter dragged draco malfoy s trousers down past his hips and sucked him into his throat with vigor making whimpering noises and panting and groaning around the blonds rockhard aching cock
6084,0,these harry potter movies really suck
6085,0,i hate harry potter that daniel wotshisface needs a fucking slap
6086,0,brokeback mountain is tragic but immensely wellexecuted never feeling moralistic
6087,0,i am the only person in the world who thought brokeback mountain sucked sucked
6088,0,brokeback mountain was one boring show well at least they had super the cute actors
6089,0,but brokeback mountain is one of the most boring movies i have ever seen
6090,0,i think rent brokeback mountain might be pretty awkward and awful together
6091,0,brokeback mountain sucks
6092,0,i hate brokeback mountain
6093,0,brokeback mountain sucked
6094,0,brokeback mountain sucked
6095,0,so who else hates brokeback mountain
6096,0,we also went to see brokeback mountain which totally sucked
6097,0,brokeback mountain sucks
6098,0,i am the only person in the world who thought brokeback mountain sucked
6099,0,but if crash won the academy award brokeback mountain must have sucked harder than cowboys in a puptent
6100,0,brokeback mountain sucked everybodys mothers balls
6101,0,i hated brokeback mountain
6102,0,i love gay boys but i think brokeback mountain sucked
6103,0,brokeback mountain sucked
6104,0,like for me brokeback mountain sucked because i dont have the fill for its blanks
6105,0,i hated brokeback mountain
6106,0,brokeback mountain sucked ass
6107,0,and joan keeps telling me how brokeback mountain sucks so much but everyone else liked it so i think ill go see it
6108,0,brokeback mountain sucks balls
6109,0,brokeback mountain sucked
6110,0,i hated brokeback mountain and not because the main characters were gay
6111,0,brokeback mountain sucked
6112,0,brokeback mountain sucked
6113,0,brokeback mountain sucked
6114,0,i hate brokeback mountain
6115,0,brokeback mountain pretty much sucked
6116,0,brokeback mountain pretty much sucked
6117,0,brokeback mountain sucked my balls
6118,0,brokeback mountain sucked
6119,0,i hated brokeback mountain
6120,0,brokeback mountain sucks
6121,0,also brokeback mountain sucks
6122,0,i hate brokeback mountain
